jyutping_code,hanzi,word,frequency,tags
"jip6 wan2 ji4",葉蘊儀,葉蘊儀,250,"daily,noun,phrase"
"got3 man4 fai1",葛民輝,葛民輝,250,"daily,noun,phrase"
"got3 loeng6 hung4 ji1 jyun2",葛量洪醫院,葛量洪醫院,160,"daily,noun,phrase"
"pou4 gwok3 coi3",葡國菜,葡國菜,250,"daily,phrase"
"pou4 gwok3",葡國,葡國,300,daily
"pou4 bai6",葡幣,葡幣,300,daily
"pou4 man2",葡文,葡文,300,daily
"dung2 si6",董事,董事,300,"daily,noun"
"wu4 lou2 wong4",葫蘆王,葫蘆王,250,"daily,verb,phrase"
"cung1 dou2",葱度,葱度,300,"daily,noun"
"kwai4 sin3",葵扇,葵扇,300,"daily,noun"
"kwai4 gwaa1 zi2",葵瓜子,葵瓜子,250,"daily,phrase"
"kwai4 hing1",葵興,葵興,300,"daily,noun"
"kwai4 fong1",葵芳,葵芳,300,"daily,noun"
"kwai4 cing1 keoi1",葵青區,葵青區,250,"daily,noun,phrase"
"jyun1 bang1 laan6 cau3",葾崩爛臭,葾崩爛臭,180,"daily,phrase"
"si4 tin4",蒔田,蒔田,300,daily
"mung4 gu2 zing3",蒙古症,蒙古症,250,"daily,phrase"
"mung4 caa4 caa4",蒙查查,蒙查查,250,"daily,verb,body,phrase"
"mung4 dak6 lau4",蒙特婁,蒙特婁,250,"daily,phrase"
"syun3 zi2 juk6",蒜子肉,蒜子肉,250,"daily,noun,food,phrase"
"syun3 zi2",蒜子,蒜子,300,daily
"syun3 sam1",蒜心,蒜心,300,daily
"syun3 sam1",蒜芯,蒜芯,300,daily
"syun3 tau4",蒜頭,蒜頭,300,"daily,noun,food"
"syun3 tau4",蒜頭,蒜頭,300,daily
"pou4 toi4 dou2",蒲台島,蒲台島,250,"daily,noun,phrase"
"pou4 baa1",蒲吧,蒲吧,300,"daily,verb"
"pou4 lau5",蒲柳,蒲柳,300,"daily,animal"
"pou4 tou4 gung1",蒲桃公,蒲桃公,250,"daily,noun,phrase"
"pou4 tou4",蒲桃,蒲桃,300,daily
"pou4 toi4",蒲臺,蒲臺,300,"daily,noun"
pou4,蒲,蒲,400,"daily,verb"
"pou4 tau4",蒲頭,蒲頭,300,"daily,verb,body,question"
"pou4 dim2",蒲點,蒲點,300,"daily,verb"
"zat6 lai4",蒺藜,蒺藜,300,"daily,noun"
zik6,蓆,蓆,400,daily
"zek6 sip3 dai2",蓆攝底,蓆攝底,250,"daily,noun,phrase"
"jung4 jung4 laan6 laan6",蓉蓉爛爛,蓉蓉爛爛,180,"daily,phrase"
"koi3 sai3 mou4 soeng1",蓋世無雙,蓋世無雙,180,"daily,phrase"
"koi3 sai3 jing1 hung4",蓋世英雄,蓋世英雄,180,"daily,phrase"
sau1,蓨,蓨,400,daily
tiu1,蓨,蓨,400,daily
tiu4,蓨,蓨,400,daily
"pung4 pung4 sung1 sung1",蓬蓬鬆鬆,蓬蓬鬆鬆,180,"daily,phrase"
"lin4 zi2 hau2 min6",蓮子口面,蓮子口面,180,"daily,emotion,phrase"
"lin4 faa1 bui1",蓮花杯,蓮花杯,250,"daily,phrase"
"maan6 jyut6 gat1",蔓越桔,蔓越桔,250,"daily,phrase"
"ze3 zap1",蔗汁,蔗汁,300,daily
"ze3 haa1",蔗蝦,蔗蝦,300,daily
"ze3 gai1",蔗雞,蔗雞,300,daily
"lau1 jip6",蔞葉,蔞葉,300,daily
"coi3 coek3 jin4",蔡卓妍,蔡卓妍,250,"daily,noun,phrase"
"coi3 siu2 fan1",蔡少芬,蔡少芬,250,"daily,noun,phrase"
"coi3 laan4",蔡瀾,蔡瀾,300,daily
"zoeng2 lai6 wan4",蔣麗芸,蔣麗芸,250,"daily,noun,phrase"
"seoi6 / wai6",蔧,蔧,400,daily
"jin1 ngan6",蔫韌,蔫韌,300,"daily,verb,food"
"jam3 bei3",蔭庇,蔭庇,300,daily
"bai3 sak1",蔽塞,蔽塞,300,"daily,verb"
"faan4 syu4",蕃薯,蕃薯,300,daily
"wai6 laan4",蕙蘭,蕙蘭,300,daily
"zeoi3 ji5",蕞爾,蕞爾,300,daily
"kyut3 leoi6 zik6 mat6",蕨類植物,蕨類植物,180,"daily,phrase"
"dong6 sat1",蕩失,蕩失,300,"daily,verb"
"dong6 sat1 lou6",蕩失路,蕩失路,250,"daily,verb,phrase"
"dong6 ping4",蕩平,蕩平,300,"daily,verb,body"
dong6,蕩,蕩,400,daily
"dong6 gaai1",蕩街,蕩街,300,"daily,verb"
"siu1 gong1 zaam6",蕭崗站,蕭崗站,250,"daily,phrase"
"siu1 ging3 tang4",蕭敬騰,蕭敬騰,250,"daily,noun,phrase"
"siu1 coeng4",蕭牆,蕭牆,300,"daily,noun"
"siu1 so1",蕭疏,蕭疏,300,"daily,animal"
"siu1 siu1",蕭蕭,蕭蕭,300,"daily,noun"
"bok6 cit3 cit3",薄切切,薄切切,250,"daily,phrase"
"bok6 soek3",薄削,薄削,300,daily
"bok6 fu4 lam4 seoi2 tong4",薄扶林水塘,薄扶林水塘,160,"daily,noun,phrase"
"bok6 fu4 lam4",薄扶林,薄扶林,250,"daily,noun,phrase"
"bok6 pei2",薄皮,薄皮,300,"daily,verb,food,question"
"bok6 jung2",薄絨,薄絨,300,daily
"bok6 cang1",薄罉,薄罉,300,daily
"bok6 jing1 jing1",薄英英,薄英英,250,"daily,phrase"
"bok6 ho4 tong2",薄荷糖,薄荷糖,250,"daily,phrase"
"goeng1 zap1 zong6 naai5",薑汁撞奶,薑汁撞奶,180,"daily,phrase"
"goeng1 cou3",薑醋,薑醋,300,daily
"syu4 zai2",薯仔,薯仔,300,"daily,noun"
"syu4 mak1",薯嘜,薯嘜,300,daily
"syu4 loeng4",薯莨,薯莨,300,daily
"syu4 jung4",薯蓉,薯蓉,300,daily
"syu4 tau4",薯頭,薯頭,300,"daily,noun,body"
"syu4 tau4 syu4 nou5",薯頭薯腦,薯頭薯腦,180,"daily,phrase"
"fan1 fung1",薰風,薰風,300,daily
"zik6 ci4",藉詞,藉詞,300,"daily,polite"
"laam4 mui2",藍妹,藍妹,300,daily
"laam4 mou6 zi2",藍帽子,藍帽子,250,"daily,phrase"
"laam4 luk6 sik1",藍綠色,藍綠色,250,"daily,color,phrase"
"laam4 goeng1",藍薑,藍薑,300,daily
"laam4 joek6 seoi2",藍藥水,藍藥水,250,"daily,noun,phrase"
cong4,藏,藏,400,daily
"cong4 fung1",藏鋒,藏鋒,300,"daily,noun"
"miu5 si6 faat3 ting4",藐視法庭,藐視法庭,180,"daily,phrase"
"ngau5 fan2",藕粉,藕粉,300,daily
"ngai6 jyun4",藝員,藝員,300,daily
"ngai6 ze2",藝者,藝者,300,daily
"ngai6 seot6 zung1 sam1",藝術中心,藝術中心,180,"daily,phrase"
"laa5 zaa2",藞䕢,藞䕢,300,daily
"kiu2 tau4",藠頭,藠頭,300,daily
"tang4 gep1",藤喼,藤喼,300,daily
"tang4 tiu2 man1 zyu1 juk6",藤條炆豬肉,藤條炆豬肉,160,"daily,verb,phrase"
"tang4 paai4",藤牌,藤牌,300,daily
"tang4 gip1",藤笈,藤笈,300,"daily,noun"
"joek6 dou3 beng6 ceoi4",藥到病除,藥到病除,180,"daily,noun,phrase"
"joek6 lik6",藥力,藥力,300,daily
"joek6 cong2",藥廠,藥廠,300,"daily,noun"
"joek6 sing3",藥性,藥性,300,daily
"joek6 fong4",藥房,藥房,300,daily
"joek6 coi4 pou2",藥材舖,藥材舖,250,"daily,noun,phrase"
"joek6 coi4",藥材,藥材,300,daily
"joek6 coi4 pou2",藥材鋪,藥材鋪,250,"daily,noun,phrase"
"joek6 jau4",藥油,藥油,300,"daily,animal"
"joek6 fan2",藥粉,藥粉,300,daily
"joek6 fai3",藥費,藥費,300,daily
"joek6 zau2",藥酒,藥酒,300,"daily,noun"
"joek6 beng2",藥餅,藥餅,300,daily
"wan5 ham4",藴含,藴含,300,daily
"wan2 cong4",藴藏,藴藏,300,daily
"oi2 jin4 ho2 can1",藹然可親,藹然可親,180,"daily,phrase"
"lou4 gwat1",蘆橘,蘆橘,300,daily
"sou1 uk1 cyun1",蘇屋邨,蘇屋邨,250,"daily,noun,phrase"
"sou1 zau1 si2",蘇州屎,蘇州屎,250,"daily,noun,phrase"
"sou1 zau1 gwo3 hau6 mou5 teng5 daap3",蘇州過後冇艇搭,蘇州過後冇艇搭,50,"daily,verb,phrase"
"sou1 ji4 si6",蘇彝士,蘇彝士,250,"daily,noun,phrase"
"sou1 ji4 si6 wan6 ho4",蘇彝士運河,蘇彝士運河,160,"daily,animal,phrase"
"sou1 gaak3 laan4 wong4 gaa1 ngan4 hong4",蘇格蘭皇家銀行,蘇格蘭皇家銀行,50,"daily,noun,phrase"
"sou1 mui4 zoeng3",蘇梅醬,蘇梅醬,250,"daily,phrase"
"sou1 wing5 hong1",蘇永康,蘇永康,250,"daily,noun,phrase"
"sou1 mei4",蘇眉,蘇眉,300,"daily,body"
"sou1 jeoi6",蘇芮,蘇芮,300,daily
"sou1 haa1 zai2",蘇蝦仔,蘇蝦仔,250,"daily,noun,phrase"
"sou1 haa1",蘇蝦,蘇蝦,300,daily
"sou1 gam2 loeng4",蘇錦樑,蘇錦樑,250,"daily,phrase"
"ping4 gwo2 pai1",蘋果批,蘋果批,250,"daily,phrase"
"ping4 gwo2 jat6 bou3",蘋果日報,蘋果日報,180,"daily,noun,phrase"
"lung4 cung1",蘢蔥,蘢蔥,300,"daily,noun"
"laan4 ting4",蘭亭,蘭亭,300,"daily,noun"
"laan4 gwai3 fong1",蘭桂坊,蘭桂坊,250,"daily,phrase"
"laan4 hoi1 haa6 dou6",蘭開夏道,蘭開夏道,180,"daily,noun,phrase"
"lo4 dai2 caang2",蘿底橙,蘿底橙,250,"daily,verb,phrase"
"lo1 jau2",蘿柚,蘿柚,300,daily
"lo4 baak6 zai2",蘿蔔仔,蘿蔔仔,250,"daily,phrase"
"lo4 baak6 tau4",蘿蔔頭,蘿蔔頭,250,"daily,noun,body,phrase"
"fu2 long4",虎狼,虎狼,300,"daily,verb"
"fu2 jyut6",虎穴,虎穴,300,daily
"fu2 lok6 ping4 joeng4 bei6 hyun2 hei1",虎落平陽被犬欺,虎落平陽被犬欺,50,"daily,verb,phrase"
fu2,虎,虎,400,daily
"fu2 paau3 bit6 seoi5",虎豹別墅,虎豹別墅,180,"daily,animal,phrase"
"joek6 cuk1",虐畜,虐畜,300,"daily,animal"
"kin4 po4",虔婆,虔婆,300,"daily,noun"
cyu2,處,處,400,"daily,verb,question"
"cyu2 neoi2 dei6",處女地,處女地,250,"daily,phrase"
"cyu2 fat6",處罰,處罰,300,daily
fuk6,虙,虙,400,"daily,noun"
"heoi1 gaa2",虛假,虛假,300,daily
"heoi1 dai2",虛底,虛底,300,daily
"heoi1 kau3",虛構,虛構,300,"daily,verb,animal"
"heoi1 fau4",虛浮,虛浮,300,daily
"heoi1 cit3",虛設,虛設,300,"daily,verb"
"hou6 giu3",號叫,號叫,300,"daily,verb,question"
"kwai1 lou2",虧佬,虧佬,300,daily
"kwai1 jau2",虧友,虧友,300,daily
"kwai1 joek6",虧弱,虧弱,300,daily
"kwai1 caai4",虧柴,虧柴,300,daily
"kwai1 sit6",虧蝕,虧蝕,300,"daily,verb"
"sat1 naa2 ceon1",虱乸春,虱乸春,250,"daily,noun,phrase"
"sat1 naa2",虱乸,虱乸,300,daily
"man1 fan3",蚊瞓,蚊瞓,300,daily
man1,蚊,蚊,400,"daily,noun"
"man1 zi1",蚊螆,蚊螆,300,daily
"man1 naan5",蚊赧,蚊赧,300,daily
"man1 dou1 fan3 laa1",蚊都瞓啦,蚊都瞓啦,180,"daily,phrase"
"man1 dou1 fan3",蚊都瞓,蚊都瞓,250,"daily,phrase"
"man1 gai1",蚊雞,蚊雞,300,"daily,verb"
"man1 faan6",蚊飯,蚊飯,300,"daily,food"
"man1 bei2 tung4 ngau4 bei2",蚊髀同牛髀,蚊髀同牛髀,160,"daily,verb,food,phrase,question"
"zyu3 syu1 cung4",蛀書蟲,蛀書蟲,250,"daily,noun,phrase"
"zyu3 mai5 daai6 cung4",蛀米大蟲,蛀米大蟲,180,"daily,verb,phrase"
"se4 zai2",蛇仔,蛇仔,300,"daily,verb"
"se4 fei2",蛇匪,蛇匪,300,daily
"se4 hau2",蛇口,蛇口,300,daily
"se4 lei2 ngaan5",蛇喱眼,蛇喱眼,250,"daily,phrase"
"se4 jin3",蛇宴,蛇宴,300,"daily,noun"
"se4 gwo2",蛇果,蛇果,300,daily
"se4 hok3",蛇殼,蛇殼,300,daily
"se4 wong4",蛇王,蛇王,300,"daily,verb"
"se4 pei4 doi2",蛇皮袋,蛇皮袋,250,"daily,verb,phrase"
"se4 dau6",蛇竇,蛇竇,300,"daily,verb"
"se4 gang1",蛇羹,蛇羹,300,daily
"se4 tyut3",蛇脫,蛇脫,300,"daily,noun"
se4,蛇,蛇,400,"daily,verb"
"se4 teoi3",蛇蛻,蛇蛻,300,"daily,noun"
"se4 hang4",蛇行,蛇行,300,"daily,verb,body"
"se4 gin3 lau4 wong4",蛇見硫磺,蛇見硫磺,180,"daily,phrase"
"se4 dou1 sei2",蛇都死,蛇都死,250,"daily,phrase"
"se4 tau4 syu2 ngaan5",蛇頭鼠眼,蛇頭鼠眼,180,"daily,adjective,food,body,phrase"
"se4 syu2 jat1 wo1",蛇鼠一窩,蛇鼠一窩,180,"daily,verb,animal,phrase"
"daan6 gaa1",蛋家,蛋家,300,"daily,noun"
"daan2 jing4",蛋形,蛋形,300,daily
"daan6 gyun2",蛋捲,蛋捲,300,daily
"daan6 taat1",蛋撻,蛋撻,300,"daily,food"
"daan6 saan2",蛋散,蛋散,300,"daily,noun"
"daan2 bui1",蛋杯,蛋杯,300,daily
"daan2 zi6",蛋治,蛋治,300,"daily,noun"
"daan6 tung2",蛋筒,蛋筒,300,daily
"daan2 caa4",蛋茶,蛋茶,300,"daily,food"
"daan6 haam2 hung3 beng2",蛋餡烘餅,蛋餡烘餅,180,"daily,phrase"
"daan6 saan2",蛋饊,蛋饊,300,"daily,noun"
"kuk1 kuk1",蛐蛐,蛐蛐,300,daily
"waa1 jan4",蛙人,蛙人,300,daily
"gap3 naa2",蛤乸,蛤乸,300,"daily,noun"
"gaap3 gwaai2",蛤𧊅,蛤𧊅,300,daily
"ngo4 hau4",蛾喉,蛾喉,300,daily
"ngo4 mei4 jyut2",蛾眉月,蛾眉月,250,"daily,phrase"
"fung1 dau3",蜂竇,蜂竇,300,"daily,noun"
"hin2 tong4",蜆塘,蜆塘,300,"daily,noun"
"hin2 hok3 zi6",蜆殼字,蜆殼字,250,"daily,adjective,phrase"
"hin2 hok3 fan2",蜆殼粉,蜆殼粉,250,"daily,noun,phrase"
"hin2 hok3",蜆殼,蜆殼,300,daily
hin2,蜆,蜆,400,"daily,noun"
"hin2 aap3",蜆鴨,蜆鴨,300,daily
"daan6 gaa1 waa2",蜑家話,蜑家話,250,"daily,noun,phrase"
"mat6 gwaa1",蜜瓜,蜜瓜,300,daily
"mat6 tong4",蜜糖,蜜糖,300,"daily,noun,food"
"mat6 fung1 dau3",蜜蜂竇,蜜蜂竇,250,"daily,phrase"
"kei4 naa2",蜞乸,蜞乸,300,"daily,noun"
"fei4 / fai6 / fei2",蜰,蜰,400,daily
"pei4 cung4",蜱蟲,蜱蟲,300,daily
"sit6 dai2",蝕底,蝕底,300,"daily,verb"
"sit6 bun2",蝕本,蝕本,300,"daily,verb"
"sit6 seoi2",蝕水,蝕水,300,"daily,verb"
sik6,蝕,蝕,400,"daily,verb"
"fuk1 syu2",蝠鼠,蝠鼠,300,"daily,noun,animal"
"haa1 jyun2",蝦丸,蝦丸,300,daily
"haa1 jan4",蝦人,蝦人,300,daily
"haa1 gung1",蝦公,蝦公,300,daily
"haa1 ceon1",蝦春,蝦春,300,daily
"haa1 tiu2",蝦條,蝦條,300,daily
"haa1 mou1",蝦毛,蝦毛,300,"daily,noun"
"haa1 kau4",蝦球,蝦球,300,daily
"haa1 laat6",蝦瘌,蝦瘌,300,daily
"haa1 ngaan5 seoi2",蝦眼水,蝦眼水,250,"daily,verb,phrase,question"
"haa1 luk1",蝦碌,蝦碌,300,daily
"haa1 gau2",蝦笱,蝦笱,300,"daily,verb,animal"
"haa1 coeng2",蝦腸,蝦腸,300,"daily,food"
"haa1 gou1",蝦膏,蝦膏,300,daily
haa1,蝦,蝦,400,daily
"haa1 haa1 baa3 baa3",蝦蝦霸霸,蝦蝦霸霸,180,"daily,phrase"
"haa1 luk1",蝦轆,蝦轆,300,daily
"haa1 baa3",蝦霸,蝦霸,300,daily
"sat1 naa2 daam1 gaa1",蝨乸擔枷,蝨乸擔枷,180,"daily,phrase"
"sat1 naa2 ceon1",蝨乸春,蝨乸春,250,"daily,phrase"
"sat1 naa2",蝨乸,蝨乸,300,"daily,verb"
"wu4 dip6 dou1",蝴蝶刀,蝴蝶刀,250,"daily,phrase"
"dip6 sik1",蝶式,蝶式,300,daily
"dip6 lyun2 faa1",蝶戀花,蝶戀花,250,"daily,noun,phrase"
"wo1 ngau4",蝸牛,蝸牛,300,daily
"naam4 se4",蝻蛇,蝻蛇,300,daily
"jung4 hap1",融洽,融洽,300,daily
"jing4 gwong1 mok6",螢光幕,螢光幕,250,"daily,noun,phrase"
"jing4 gwong1 bat1",螢光筆,螢光筆,250,"daily,noun,phrase"
"lo4 si1 pai1",螺絲批,螺絲批,250,"daily,noun,phrase"
"paang4 kei4",蟛蜞,蟛蜞,300,daily
"wong4 kei2",蟥蜞,蟥蜞,300,daily
"cung4 cung4 ngai5 ngai5",蟲蟲蟻蟻,蟲蟲蟻蟻,180,"daily,phrase"
"haai5 jim2",蟹厴,蟹厴,300,"daily,noun"
"haai5 gong6",蟹弶,蟹弶,300,daily
"haai5 ceon1",蟹春,蟹春,300,"daily,noun"
"haai5 lau5",蟹柳,蟹柳,300,daily
"haai5 zaau2 bat1",蟹爪筆,蟹爪筆,250,"daily,phrase"
haai5,蟹,蟹,400,daily
"ngai5 do1 lau5 sei2 zoeng6",蟻多摟死象,蟻多摟死象,160,"daily,phrase"
"ngai5 man4",蟻民,蟻民,300,daily
"ngai5 dau3",蟻竇,蟻竇,300,daily
ngai5,蟻,蟻,400,daily
"ngai5 laan1 gam2",蟻躝噉,蟻躝噉,250,"daily,phrase"
"sim4 gung1",蟾宮,蟾宮,300,daily
"kam4 keoi2",蠄蟝,蠄蟝,300,"daily,noun"
"kam4 lou4 si1 mong5",蠄蟧絲網,蠄蟧絲網,180,"daily,phrase"
"kam4 lou4",蠄蟧,蠄蟧,300,"daily,noun"
"jing4 tau4 siu2 lei6",蠅頭小利,蠅頭小利,180,"daily,phrase"
"hou4 gu1",蠔菇,蠔菇,300,daily
"hou4 si2",蠔豉,蠔豉,300,"daily,food"
"laap6 zoeng6",蠟像,蠟像,300,"daily,noun"
"laap6 baan2",蠟版,蠟版,300,daily
"laap6 ceng1 zi2",蠟青紙,蠟青紙,250,"daily,phrase"
"laap6 cing1",蠟青,蠟青,300,daily
"lai5 cak1",蠡測,蠡測,300,"daily,verb"
"ceon2 dou3 gaa1 ling4 jat1",蠢到加零一,蠢到加零一,160,"daily,phrase"
"ceon2 gwo3 zek3 zyu1",蠢過隻豬,蠢過隻豬,180,"daily,noun,phrase"
"ceon2 deon6",蠢鈍,蠢鈍,300,daily
"ceon2 deon6",蠢頓,蠢頓,300,daily
"gu2 waak6 zai2",蠱惑仔,蠱惑仔,250,"daily,noun,phrase"
"gu2 waak6 jau2",蠱惑友,蠱惑友,250,"daily,phrase"
"gu2 waak6",蠱惑,蠱惑,300,"daily,verb,food"
"gu2 zoeng3",蠱脹,蠱脹,300,"daily,verb"
"gu2 ling4 zing1 gwaai3",蠱靈精怪,蠱靈精怪,180,"daily,noun,phrase"
"caam4 ceon1",蠶春,蠶春,300,daily
"caam4 cung4 si1 je4",蠶蟲師爺,蠶蟲師爺,180,"daily,phrase"
"caam4 cung4",蠶蟲,蠶蟲,300,daily
"caam4 sik6 king4 tan1",蠶食鯨吞,蠶食鯨吞,180,"daily,verb,phrase"
"maan4 ngau4",蠻牛,蠻牛,300,"daily,noun,food"
"hyut3 ceon4 waan4",血循環,血循環,250,"daily,phrase"
"hyut3 sing3",血性,血性,300,daily
"hyut3 hon6 cin2",血汗錢,血汗錢,250,"daily,body,phrase"
"hyut3 lau4 jyu4 zyu3",血流如注,血流如注,180,"daily,phrase"
"hyut3 hoi2 sam1 sau4",血海深仇,血海深仇,180,"daily,noun,food,phrase"
"hyut3 hoi2",血海,血海,300,daily
"hyut3 tong4",血糖,血糖,300,daily
"hyut3 juk6 zi1 keoi1",血肉之軀,血肉之軀,180,"daily,phrase"
"haang4 jat1 bou6 tai2 jat1 bou6",行一步睇一步,行一步睇一步,140,"daily,verb,phrase"
"hang4 jan4 tin1 kiu4",行人天橋,行人天橋,180,"daily,noun,body,phrase"
"hang4 jan4 lou6",行人路,行人路,250,"daily,noun,body,phrase"
"hang4 jan4 dou6",行人道,行人道,250,"daily,phrase"
"hang4 jan4 seoi6 dou6",行人隧道,行人隧道,180,"daily,noun,phrase"
"hang4 jan4 din6 tai1",行人電梯,行人電梯,180,"daily,noun,phrase"
"hong4 ng5",行伍,行伍,300,"daily,noun"
"haang4 gung1 si1",行公司,行公司,250,"daily,verb,phrase"
"haang4 ceot1 haang4 jap6",行出行入,行出行入,180,"daily,verb,phrase"
"hang4 gip3",行劫,行劫,300,"daily,verb"
"haang4 gu2 waak6",行古惑,行古惑,250,"daily,verb,phrase"
"haang4 haa5",行吓,行吓,300,"daily,verb"
"haang4 bit1",行咇,行咇,300,daily
"haang4 m4 maai4",行唔埋,行唔埋,250,"daily,verb,phrase"
"hang4 dei6 fong1",行地方,行地方,250,"daily,verb,phrase"
"haang4 maai4",行埋,行埋,300,"daily,verb,question"
"hang4 daai6 wan6",行大運,行大運,250,"daily,noun,phrase"
"haang4 saan1 ging3",行山徑,行山徑,250,"daily,phrase"
"haang4 saan1",行山,行山,300,daily
"hang4 cong4",行床,行床,300,"daily,verb"
"hong4 cong4",行床,行床,300,"daily,verb"
"hang4 dak1 maai4",行得埋,行得埋,250,"daily,phrase"
"haang4 dak1 zeng3 kei5 dak1 zeng3",行得正，企得正,行得正，企得正,50,"daily,verb,body,phrase"
"hang4 dak1 zing3 kei5 dak1 zing3",行得正企得正,行得正企得正,140,"daily,phrase"
"haang4 dak1",行得,行得,300,"daily,verb"
"haang4 dak1 hei2",行得起,行得起,250,"daily,phrase"
"hang4 zing3 zung2 coi4",行政總裁,行政總裁,180,"daily,phrase"
"hang4 zing3 cyu5",行政署,行政署,250,"daily,phrase"
"hang4 zing3 jyun2 zoeng2",行政院長,行政院長,180,"daily,noun,phrase"
"haang4 ce4 lou2",行斜路,行斜路,250,"daily,verb,body,phrase"
"hang4 sing1 zong6 sing1 wan4",行星狀星雲,行星狀星雲,160,"daily,noun,phrase"
"hang4 si4",行時,行時,300,"daily,verb"
"hong4 wui2",行會,行會,300,daily
"haang4 dung1 haang4 sai1",行東行西,行東行西,180,"daily,phrase"
"haang4 lok6",行樂,行樂,300,"daily,verb"
"haang4 dong3",行檔,行檔,300,daily
"hong4 dong3",行檔,行檔,300,"daily,noun"
"haang4 bou6 lou6 daa2 dou2 tan3",行步路打倒褪,行步路打倒褪,140,"daily,phrase"
"haang4 seoi2",行水,行水,300,"daily,noun,animal"
"hang4 wai4 fo1 hok6",行為科學,行為科學,180,"daily,phrase"
"hang4 lip6",行獵,行獵,300,daily
"hang4 cing4 on1 paai4",行程安排,行程安排,180,"daily,phrase"
"hang4 ji6",行義,行義,300,daily
"haang4 syun4 hou2 gwo3 waan1",行船好過灣,行船好過灣,160,"daily,verb,phrase"
"haang4 syun4 zaang1 gaai2 laam6",行船爭解纜,行船爭解纜,160,"daily,verb,phrase"
"haang4 faa1 si5",行花市,行花市,250,"daily,verb,body,phrase"
"haang4 faa1 gaai1",行花街,行花街,250,"daily,verb,body,phrase"
"haang4 gu2 waak6",行蠱惑,行蠱惑,250,"daily,verb,phrase"
hang4,行,行,400,"daily,noun"
"haang4 haang4 kei5 kei5",行行企企,行行企企,180,"daily,verb,phrase"
"haang4 gaai1 si5",行街市,行街市,250,"daily,verb,phrase"
"haang4 gaai1",行街,行街,300,"daily,verb,food"
"hang4 seoi1 wan6",行衰運,行衰運,250,"daily,noun,phrase"
"hong4 kwai1",行規,行規,300,daily
"hong2 fo3",行貨,行貨,300,daily
"haang4 lou6 m4 daai3 ngaan5",行路唔帶眼,行路唔帶眼,160,"daily,verb,phrase,question"
"haang4 lou6 daa2 dou2 tan3",行路打倒褪,行路打倒褪,160,"daily,verb,phrase"
"hang4 lou6",行路,行路,300,"daily,verb"
"hang4 ce1 tin1 kiu4",行車天橋,行車天橋,180,"daily,phrase"
"hang4 gwan1",行軍,行軍,300,"daily,noun"
"hang4 wan6 jat1 tiu4 lung4",行運一條龍,行運一條龍,160,"daily,verb,phrase"
"haang4 wan6",行運,行運,300,"daily,verb"
"haang4 hoi1 zo2",行開咗,行開咗,250,"daily,verb,phrase,question"
"haang4 hoi1 haang4 maai4",行開行埋,行開行埋,180,"daily,verb,phrase,question"
"haang4 hoi1",行開,行開,300,daily
"haang4 leoi4",行雷,行雷,300,daily
"haang4 leoi4 sim2 din6",行雷閃電,行雷閃電,180,"daily,phrase"
"haang4 ceng1",行青,行青,300,"daily,verb"
"seot6 si6",術士,術士,300,"daily,noun"
"tung4 maai4",衕埋,衕埋,300,daily
"gaai1 zeng2",街井,街井,300,daily
"gaai1 hau2",街口,街口,300,"daily,noun"
"gaai1 hau4",街喉,街喉,300,"daily,noun"
"gaai1 fong1 daai6 ze2",街坊大姐,街坊大姐,180,"daily,noun,body,phrase"
"gaai1 fong1",街坊,街坊,300,daily
"gaai1 ngoi6 jan4",街外人,街外人,250,"daily,phrase"
"gaai1 si5 zai2",街市仔,街市仔,250,"daily,noun,phrase"
"gaai1 si5",街市,街市,300,"daily,noun,food,question"
"gaai1 ziu1",街招,街招,300,"daily,noun"
"gaai1 sou3",街數,街數,300,daily
"gaai1 dau3",街斗,街斗,300,daily
"gaai1 dou6",街渡,街渡,300,daily
"gaai1 zing3",街症,街症,300,daily
"gaai1 zi1 hong6 man4",街知巷聞,街知巷聞,180,"daily,phrase"
"gaai1 tung4",街童,街童,300,daily
"gaai1 sin3",街線,街線,300,"daily,verb"
"gaai1 gok3",街角,街角,300,daily
"gaai1 lou6",街路,街路,300,daily
"gaai1 bin1",街邊,街邊,300,daily
"gaai1 tau4 fuk6",街頭服,街頭服,250,"daily,body,phrase"
"wai6 syu3",衛戍,衛戍,300,daily
"wai6 si1 lei5",衛斯理,衛斯理,250,"daily,phrase"
"wai6 sing1 tung1 seon3",衛星通信,衛星通信,180,"daily,animal,phrase"
"wai6 sang1 tiu4 gin2",衛生條件,衛生條件,180,"daily,phrase"
"wai6 sang1 maa4 zoek2",衛生麻雀,衛生麻雀,180,"daily,phrase"
"cung1 soeng5 wan4 siu1",衝上雲霄,衝上雲霄,180,"daily,noun,phrase"
"cung1 dang1",衝燈,衝燈,300,"daily,verb"
"cung1 hung4 dang1",衝紅燈,衝紅燈,250,"daily,verb,phrase"
"cung1 sin3",衝線,衝線,300,"daily,verb"
"cung1 jiu3",衝要,衝要,300,daily
"wai6 min5",衞冕,衞冕,300,"daily,verb"
"wai6 sing1",衞星,衞星,300,daily
"wai6 sang1",衞生,衞生,300,daily
"hang4 hei3",衡器,衡器,300,daily
"hang4 saai3",衡晒,衡晒,300,"daily,verb"
"ji1 zi6 bin1",衣字邊,衣字邊,250,"daily,phrase"
"ji1 zi2",衣紙,衣紙,300,daily
